0,1,2,3,4,5,6,7,8,9
TF-value,TI-value,T-EV-value,conf,cred,p-TF,p-TI,T-EV,y-test,y-pred
TRUE,FALSE,FALSE,0.998,0.319,0.319583806,0.000960804,0.003189383,TF,0
TRUE,FALSE,FALSE,0.995,0.243,0.241958797,0.002605603,0.005920201,TF,0
TRUE,FALSE,FALSE,0.922,0.16,0.160436264,0.078568253,0.016383957,TF,0
TRUE,FALSE,TRUE,0.886,0.121,0.113930228,0.052902138,0.119623057,T-EV,2
TRUE,FALSE,FALSE,0.999,0.646,0.645286602,0.00055306,0.000270751,TF,0
FALSE,FALSE,TRUE,0.999,0.97,0.000943477,0.00132593,0.970400268,T-EV,2
TRUE,FALSE,FALSE,0.997,0.301,0.299927743,0.000143211,0.001872005,TF,0
FALSE,TRUE,FALSE,0.999,0.954,0.000399344,0.954840898,0.000146608,TI,1
TRUE,FALSE,FALSE,0.998,0.425,0.426027595,0.000326362,0.002670218,TF,0
FALSE,TRUE,FALSE,1,0.563,0.000633073,0.562839339,0.000740375,TI,1
TRUE,FALSE,FALSE,0.934,0.175,0.175096057,0.064938132,0.044312039,TF,0
TRUE,FALSE,FALSE,0.988,0.231,0.230667156,0.002319846,0.012480211,TF,0
TRUE,FALSE,FALSE,0.968,0.209,0.209217582,0.001750283,0.031264639,TF,0
TRUE,FALSE,FALSE,0.999,0.854,0.886268409,0.001342865,0.001539562,TF,0
TRUE,FALSE,FALSE,0.93,0.166,0.166127007,0.0118981,0.070429069,TF,0
TRUE,TRUE,FALSE,0.889,0.125,0.10867575,0.122621249,0.05977661,TI,1
TRUE,FALSE,FALSE,0.999,0.824,0.824322563,0.001161603,0.000124833,TF,0
TRUE,FALSE,FALSE,0.929,0.167,0.166710126,0.012620211,0.070721538,TF,0
FALSE,TRUE,FALSE,0.907,0.136,0.090922781,0.135693414,0.046852863,TI,1
TRUE,FALSE,FALSE,0.999,0.853,0.915971203,0.00142219,0.001289174,TF,0
TRUE,FALSE,FALSE,0.998,0.457,0.457116519,9.77E-05,0.003134358,TF,0
TRUE,FALSE,TRUE,0.895,0.129,0.12936247,0.046922849,0.105351965,TF,0
TRUE,FALSE,FALSE,0.997,0.319,0.319092987,0.000349845,0.002867616,TF,0
TRUE,FALSE,FALSE,0.999,0.931,0.930789913,0.001250006,0.000414164,TF,0
TRUE,FALSE,FALSE,0.999,0.831,0.887064497,0.000639335,0.000826947,TF,0
TRUE,FALSE,FALSE,1,0.485,0.483248146,0.000281804,0.000231194,TF,0
TRUE,FALSE,FALSE,0.997,0.44,0.440011897,0.001224322,0.003158434,TF,0
TRUE,FALSE,FALSE,0.916,0.146,0.145895079,0.031832912,0.084179584,TF,0
TRUE,FALSE,FALSE,0.999,0.533,0.532917352,0.001241889,0.00061384,TF,0
TRUE,FALSE,FALSE,0.999,0.778,0.778053715,0.001234922,0.000250019,TF,0
FALSE,FALSE,TRUE,0.998,0.313,0.002871111,0.000440298,0.313907695,T-EV,2
TRUE,FALSE,FALSE,0.997,0.265,0.26420649,0.000245922,0.0021303,TF,0
FALSE,FALSE,TRUE,0.916,0.146,0.08388271,0.03097232,0.145638718,T-EV,2
TRUE,FALSE,FALSE,0.998,0.317,0.31585982,0.000742074,0.002181618,TF,0
FALSE,FALSE,TRUE,0.999,0.964,0.001494614,0.00039605,0.963459548,T-EV,2
TRUE,FALSE,FALSE,0.952,0.188,0.187313173,0.002254208,0.047496561,TF,0
TRUE,FALSE,FALSE,0.998,0.456,0.456834658,0.000851867,0.002866629,TF,0
FALSE,TRUE,FALSE,0.999,0.828,0.001287633,0.826552442,0.001205297,TI,1
TRUE,FALSE,TRUE,0.898,0.131,0.104683374,0.071239425,0.13183546,T-EV,2
TRUE,FALSE,FALSE,0.999,0.782,0.781238079,0.001348508,0.000535426,TF,0
FALSE,FALSE,TRUE,0.999,0.632,0.000650813,0.00021048,0.632391321,T-EV,2
TRUE,FALSE,FALSE,0.999,0.581,0.579856364,0.001081065,0.000625048,TF,0
TRUE,FALSE,FALSE,0.998,0.316,0.316257532,0.000412719,0.002004441,TF,0
TRUE,FALSE,FALSE,0.999,0.545,0.544841005,0.000133465,0.001225187,TF,0
TRUE,FALSE,FALSE,0.999,0.482,0.482475934,0.000483635,0.001382933,TF,0
TRUE,TRUE,FALSE,0.887,0.12,0.113006189,0.119426841,0.05201454,TI,1
TRUE,FALSE,FALSE,0.996,0.254,0.254288914,0.003034215,0.004059918,TF,0
TRUE,FALSE,FALSE,0.999,0.742,0.729401648,0.001411023,0.000436154,TF,0
TRUE,FALSE,FALSE,0.994,0.251,0.250151146,0.002608659,0.005596686,TF,0
TRUE,FALSE,FALSE,0.998,0.606,0.606679684,0.000502573,9.98E-06,TF,0
