0,1,2,3,4,5,6,7,8,9
TF-value,TI-value,T-EV-value,conf,cred,p-TF,p-TI,T-EV,y-test,y-pred
False,False,False,0.998,0.32,0.3189327704115739,0.0012179775040651096,0.0019601833295796005,TF,0
False,False,False,0.995,0.242,0.24261506977333808,0.0027200421769923325,0.005379536764117419,TF,0
False,False,False,0.922,0.158,0.1582784754556846,0.07755087976432325,0.016548885813017205,TF,0
False,False,False,0.886,0.12,0.11327177497290628,0.05159864824483907,0.12072443371920714,T-EV,2
True,False,False,0.999,0.645,0.6446217086776875,0.0011710943907360682,0.0007049177583388074,TF,0
False,False,True,0.999,0.97,0.0015539889938592324,0.0011582796087204225,0.9707757493040619,T-EV,2
False,False,False,0.997,0.3,0.3009682021842155,0.0007101200818857616,0.002962681115728991,TF,0
False,True,False,1.0,0.955,0.0012941453306958778,0.9544144298156166,0.0005450046136758136,TI,1
False,False,False,0.997,0.427,0.4263031741537767,0.001404367549207937,0.0023588078607564766,TF,0
False,False,False,0.999,0.563,0.0011539121375910633,0.5605071666533404,0.0013888398426705412,TI,1
False,False,False,0.936,0.176,0.17546293295513493,0.0650857943994959,0.043543714028922854,TF,0
False,False,False,0.988,0.232,0.23148675558570597,0.0018171308947510342,0.011278204976312014,TF,0
False,False,False,0.968,0.208,0.20887341723126396,0.001721258366202349,0.03069401490404006,TF,0
True,False,False,0.999,0.908,0.9124943979305364,0.000968666581022918,0.00097336763039615,TF,0
False,False,False,0.93,0.166,0.16590309864591352,0.012108484291057084,0.07070382664587889,TF,0
False,False,False,0.889,0.123,0.10957303387915734,0.12268030993184507,0.06078827120387336,TI,1
True,False,False,0.999,0.824,0.8235498235769636,0.0006223510268865168,0.0007693274166195791,TF,0
False,False,False,0.93,0.167,0.1671594528893619,0.011475485412522645,0.06977357260666402,TF,0
False,False,False,0.91,0.137,0.09188648877462009,0.13536815098291555,0.04781013887636698,TI,1
True,False,False,0.998,0.886,0.8928574982655945,0.000460199832767654,0.0012183413234347416,TF,0
False,False,False,0.998,0.456,0.4571134796008547,0.0012809553959293597,0.002295604285824252,TF,0
False,False,False,0.894,0.129,0.12963069051558196,0.04773949037145725,0.10507408354685216,TF,0
False,False,False,0.998,0.32,0.3202545348644135,0.0006806188800184078,0.0028727613741417017,TF,0
True,False,False,0.999,0.932,0.9320455942879071,0.0012358129400962437,0.0002788183546475142,TF,0
True,False,False,0.999,0.901,0.902880495906779,0.0013661122218494063,0.00010126186046046466,TF,0
False,False,False,0.999,0.484,0.4840776254217981,0.0008030554685214979,5.6648220194505225e-05,TF,0
False,False,False,0.998,0.441,0.44094068458078817,0.00013464570019556423,0.0025448948359161694,TF,0
False,False,False,0.915,0.146,0.1457514743117673,0.03127625116357785,0.08383574262772739,TF,0
False,False,False,0.999,0.539,0.5349007442348584,0.0013067230413390974,0.00019536556181360329,TF,0
True,False,False,0.999,0.779,0.7783931689145795,0.0011940773639921166,0.0008350785517128739,TF,0
False,False,False,0.998,0.314,0.0018611776619859761,0.0014007467778455053,0.3131805377545987,T-EV,2
False,False,False,0.998,0.265,0.26552230538939176,0.0005891968833690403,0.002505042393272787,TF,0
False,False,False,0.915,0.146,0.08382348303254755,0.03206789194681269,0.14629968499984516,T-EV,2
False,False,False,0.998,0.317,0.3168976564713265,0.0009141769769187615,0.0018997801406197153,TF,0
False,False,True,0.999,0.964,0.00011589924252226628,0.0008458117411710563,0.9637439638210065,T-EV,2
False,False,False,0.952,0.188,0.18719942560177855,0.0027305573911525277,0.0479557901403595,TF,0
False,False,False,0.997,0.456,0.4564524037903403,4.09075410570354e-05,0.0026381723968890917,TF,0
False,True,False,0.999,0.828,0.0015992195395436379,0.8267730177476608,0.00043137132817099326,TI,1
False,False,False,0.897,0.131,0.10538026152234749,0.07201006483891023,0.13097292860992202,T-EV,2
