Numberofreferences,NetSwitchingPower,Numberofnets,Numberofports,Numberofcells,Numberofsequentialcells,CombinationalSwitchingPower,CombinationalTotalPower,TotalDynamicPower,TotalSwitchingPower,TotalTotalPower,Label
-0.017936006,-0.01896521,-0.020737596,-0.01775554,0.061887838,0.012644304,0.010077704,-0.01598392,-0.015940927,-0.016003888,-0.01697122,1
0.0072912625,-0.0069090435,-0.013807818,0.019755568,0.118943155,0.094004996,0.09810733,-0.022880705,-0.012012371,-0.01422661,-0.01586266,1
-0.020635478,0.29674423,0.32758617,1.832585,0.136658,-0.09779465,-0.08270711,0.08617034,0.053037446,0.0847643,0.047361746,1
-0.011474286,-0.002524755,-0.0015221918,0.07092815,-0.08534382,0.30225447,0.3058969,-0.004403387,-0.008697293,-0.010010816,-0.014733878,1
-0.017899316,-0.019423574,-0.021945722,-0.022952797,-0.13293247,-0.046558756,-0.04459914,-0.02225818,-0.014660048,-0.020608613,-0.020552482,1
0.14711183,0.111626066,0.121012904,0.024693314,-0.05508154,-0.051752068,-0.07647013,0.11412639,0.11362157,0.105301626,0.1363129,1
-0.017784163,-0.026425898,-0.026212666,-0.04828941,-0.08979604,-0.07337885,-0.08626516,-0.02023555,-0.01897348,-0.020096144,-0.014962871,1
-0.018562365,-0.028029796,-0.028003274,-0.058148064,-0.098422825,-0.083140664,-0.09063732,-0.02446517,-0.020808537,-0.024089849,-0.018910289,1
-0.020710103,-0.020367384,-0.024302524,-0.02643835,-0.12963891,-0.053976104,-0.05213184,-0.022347026,-0.015133995,-0.021456975,-0.022603475,1
-0.004253232,0.19607686,0.23777734,1.3414066,0.15978701,-0.12807383,-0.09123122,0.08359186,0.054823425,0.07853211,0.013934534,1
0.042220797,0.06915697,0.076451614,0.44690102,-0.010045439,-0.11616937,-0.082071654,0.032517724,0.0014637383,0.011955968,0.011315383,1
-0.0136521505,-0.003640025,-0.0027803462,0.071288995,-0.0547307,0.2986052,0.30010584,-0.0054130675,-0.011276339,-0.009151662,-0.01798829,1
0.009216032,0.16765793,0.19769724,1.2080029,0.16809878,-0.0962333,-0.08910294,0.077506736,0.047673695,0.060903035,-0.0010792129,1
-0.013838404,-0.0017094826,-0.004901208,0.077565975,-0.07345611,0.3010018,0.314652,-0.010101292,-0.008400816,-0.007478665,-0.014012022,1
-0.013512443,-0.0142969405,-0.017426474,-0.0032935943,-0.1292161,-0.021758031,-0.019872094,-0.022823792,-0.013238761,-0.021796979,-0.021091036,1
0.5725142,0.62430495,0.6070545,0.1046972,-0.00041287392,-0.06620911,-0.01807229,0.64297146,0.6586496,0.64074135,0.63914484,1
-0.011996497,-0.0034241797,-0.010592746,0.072080456,0.12249409,0.32844973,0.3511547,-0.002473805,-0.0065130396,0.0012941146,-0.0071919486,1
-0.019940779,-0.022020362,-0.02113795,-0.03058927,-0.024051912,-0.038140073,-0.047787897,-0.01955486,-0.015546656,-0.020306546,-0.014822561,1
-0.00121878,-0.0040585,0.0040087085,0.14627883,-0.017751211,-0.050331138,-0.03764082,-0.008320664,-0.017509263,0.0010871924,-0.007892219,1
-0.00701698,0.00793367,-0.008189175,0.09433136,-0.067505844,0.3079478,0.31943068,-0.009183823,-0.009020898,-0.0060048867,-0.012917662,1
-0.006140505,0.27489862,0.34919202,1.9442818,0.17362374,-0.07687148,-0.07909012,0.11684828,0.07403703,0.10345178,0.019687612,1
-0.011655717,-0.0034243325,-0.0066049867,0.06931782,0.10376473,0.32673934,0.3342421,-0.0038702488,-0.007519777,-0.0037761116,-0.013462917,1
0.012192894,-0.006638198,-0.0096022,0.04828827,0.118281096,0.20491523,0.20022282,-0.011683626,-0.006524927,-0.0087642,-0.00850899,1
-0.017154958,-0.020361118,-0.027599577,-0.03439758,-0.1256448,-0.06135136,-0.06047929,-0.018645756,-0.016046774,-0.018748634,-0.020131178,1
-0.008744712,-0.01649072,-0.020591358,0.0019947998,-0.048499174,0.0037580691,-0.0011305194,-0.022298254,-0.014799762,-0.024027608,-0.023294546,1
-0.019909717,-0.020838093,-0.022373853,-0.015621038,-0.082965404,-0.027746612,-0.03129048,-0.024423905,-0.013975236,-0.024184989,-0.02202386,1
0.016348619,-0.004343885,-0.0072686747,0.065955244,-0.022772504,-0.047636412,-0.06251441,-0.005613629,-0.027402714,-0.012450877,0.0044374075,1
