Numberofreferences,NetSwitchingPower,Numberofnets,Numberofports,Numberofcells,Numberofsequentialcells,CombinationalSwitchingPower,CombinationalTotalPower,TotalDynamicPower,TotalSwitchingPower,TotalTotalPower,Label
-0.028325092,-0.011690522,-0.014102195,-0.016072216,-0.019072672,-0.0070521743,-0.014703912,-0.017111905,-0.013065917,-0.022986105,-0.016066406,0
0.09902757,0.35959917,-0.015568405,-0.0065360954,-0.0013964083,0.08392747,0.008374434,-0.0123981815,0.34998238,-0.007985629,-0.027636798,0
0.18652958,0.0051734466,-0.011613098,-0.013642128,-0.017273955,-0.0151570905,-0.020043597,-0.010259837,0.0090578105,-0.01549199,-0.019473681,0
0.16277798,0.0155556,-0.01772106,-0.023245849,-0.018326925,-0.011103763,-0.008753248,-0.0144517105,0.0019393521,-0.01432672,-0.016686665,0
0.07617322,-0.008803019,-0.005544908,-0.017535353,-0.022722796,-0.0053126225,-0.021910904,-0.023862138,-0.012214517,-0.021506993,-0.012325038,0
-0.1736512,-0.09418824,0.69315803,0.6668694,0.6702642,0.098096944,0.687307,0.7229172,-0.04856669,0.6986363,0.72279876,0
-0.041622736,-0.04596611,-0.023230316,-0.003762435,-0.019718504,-0.018624881,-0.023365658,-0.023646586,-0.052210275,-0.019711193,-0.023395116,0
-0.092319906,-0.07486683,-0.028673587,-0.01661401,-0.024673164,-0.040153954,-0.02141754,-0.014860803,-0.07426355,-0.019942952,-0.01847277,0
0.08287655,0.10105979,-0.01598236,-0.010398071,0.0019106814,0.02425813,-0.009072505,-0.014721528,0.09503213,-0.023351887,-0.020575246,0
0.14897266,0.010149623,-0.01610794,-0.019229887,-0.025754072,-0.0070538023,-0.022959,-0.013095189,0.013370918,-0.019492788,-0.011322741,0
-0.09309155,-0.05198143,-0.026711898,-0.019533772,-0.024688082,-0.024448194,-0.026361046,-0.015973752,-0.053961903,-0.019519283,-0.018449305,0
0.17136203,0.02127342,-0.024814822,-0.01728755,-0.024482932,0.0028556702,-0.010438791,-0.01927914,0.02364427,-0.016258052,-0.0088081,0
-0.082224965,-0.052433807,-0.020447304,-0.01597533,-0.023143992,-0.02580671,-0.024970274,-0.016963728,-0.05409852,-0.016372921,-0.012721172,0
0.015567596,0.3613223,-0.00894913,0.010629048,0.03165689,0.06642547,0.013992786,0.010976074,0.35477674,0.00421864,-0.019090826,0
-0.017064828,-0.029900625,-0.013908637,-0.018843472,-0.006707787,-0.013353021,-0.013894242,-0.02086317,-0.030930975,-0.0057107266,-0.003048518,0
0.0868345,0.06599278,-0.012668703,-0.020204805,-0.0071539865,0.005963257,-0.011524661,-0.0117057655,0.07224898,-0.028981676,-0.022787658,0
