Numberofreferences,NetSwitchingPower,Numberofnets,Numberofports,Numberofcells,Numberofsequentialcells,CombinationalSwitchingPower,CombinationalTotalPower,TotalDynamicPower,TotalSwitchingPower,TotalTotalPower,Label
-0.09396821,-0.06464129,-0.026122121,-0.022669442,-0.026787622,-0.03260417,-0.023199309,-0.019100774,-0.061952237,-0.023759978,-0.018274518,0
-0.11454023,-0.071672395,0.6652644,0.6348617,0.6393761,0.07821384,0.65876555,0.6715184,-0.058863968,0.69998515,0.7011512,0
-0.06646027,-0.07155269,-0.020658556,-0.022678807,-0.017664999,-0.041530382,-0.015217177,-0.0114092175,-0.07391768,-0.011838501,-0.0096135475,0
0.037064243,-0.061381973,-0.024228228,-0.011761018,-0.021076769,-0.022076137,-0.022506874,-0.018030595,-0.05515817,-0.011690469,-0.008646112,0
-0.08566531,-0.06013538,-0.025484841,-0.018516613,-0.02794296,-0.03502097,-0.021916635,-0.01670616,-0.06667618,-0.01449357,-0.010175015,0
-0.08601995,-0.06684549,-0.024230085,-0.021040678,-0.019290855,-0.03970968,-0.025104592,-0.016390642,-0.06618941,-0.019950215,-0.01789088,0
-0.09545691,-0.04306966,-0.020351106,-0.015275946,-0.021430453,-0.010227421,-0.025161514,-0.019760197,-0.04568769,-0.023597537,-0.013221775,0
-0.12062653,-0.06384202,-0.021757698,-0.017648678,-0.024602428,-0.042309716,-0.022920378,-0.017894847,-0.06981925,-0.01223571,-0.015178938,0
-0.06211391,0.1067766,-0.0018731614,-0.01567464,-0.005183997,0.04957874,0.0011622673,0.001956501,0.082172714,-0.020866726,-0.01621368,0
-0.102334954,-0.03840429,-0.017828383,-0.017900724,-0.013869457,-0.018154008,-0.020084726,-0.013864499,-0.043678798,-0.016749432,-0.017328287,0
0.062487245,0.0020834596,-0.01323222,-0.023285273,-0.015561376,0.00043491414,-0.01543095,-0.015371466,-0.0025760108,-0.014989408,-0.011664535,0
0.09903247,0.01001919,-0.009715658,-0.015344046,-0.024541346,0.00022480951,-0.0125013385,-0.022983622,0.0057173404,-0.027533583,-0.0148727605,0
-0.07283622,-0.075596295,-0.026507711,-0.020978475,-0.02016173,-0.049562443,-0.021258574,-0.017280802,-0.08362691,-0.011806725,-0.016403826,0
0.012429635,0.2523239,-0.0074352603,-0.019318722,-0.0043582194,0.07567007,0.011181376,-0.007051033,0.23106024,-0.005143239,-0.02739752,0
-0.11793352,-0.029583193,0.55188954,0.5113929,0.5484244,0.088570885,0.55264664,0.551047,-0.045968324,0.5404353,0.55142057,0
0.028006703,-0.05487,-0.029787611,-0.017912595,-0.031577256,-0.036209792,-0.025404966,-0.017629787,-0.059117235,-0.024966272,-0.024208644,0
-0.10857791,-0.048939347,-0.022208326,-0.019182183,-0.020525903,-0.025963232,-0.024834905,-0.01739647,-0.054994248,-0.013573619,-0.009755901,0
-0.08677108,-0.06343173,-0.025537161,-0.017422408,-0.02448884,-0.036343,-0.016901469,-0.01654389,-0.06384974,-0.021423252,-0.013205319,0
0.1433307,0.009164251,-0.0072365715,-0.01971734,-0.021833263,0.008924318,-0.018075474,-0.015621621,0.019991731,-0.02860378,-0.0136986645,0
-0.05586797,-0.08658155,-0.017982345,-0.011622269,-0.019907145,-0.058032874,-0.019652238,-0.029456625,-0.08783068,-0.025746865,-0.021166373,0
-0.12412272,-0.037190612,-0.021935591,-0.02705544,-0.02478221,-0.012339401,-0.024559123,-0.016828267,-0.04135967,-0.016031612,-0.010290642,0
-0.10889525,-0.07567396,-0.034358844,-0.016837759,-0.032435462,-0.050380297,-0.021891695,-0.018598687,-0.090480946,-0.020260582,-0.01685045,0
-0.06490219,-0.036584456,-0.018942012,-0.015323178,-0.023959626,-0.022696353,-0.019701831,-0.016271887,-0.034506045,-0.016774453,-0.011838322,0
0.057041682,-0.013600114,-0.016193237,-0.012018001,-0.015022686,-0.010218874,-0.017852027,-0.015018474,-0.024064438,-0.017501121,-0.015633816,0
-0.08095597,-0.05690902,-0.025373252,-0.0151504055,-0.021507889,-0.028528325,-0.024274299,-0.024105046,-0.05943865,-0.013867101,-0.014023849,0
-0.108305946,-0.05327949,-0.024890369,-0.018434292,-0.022304114,-0.032149903,-0.018725364,-0.015272036,-0.057561465,-0.01735068,-0.011629682,0
0.15913987,0.104382314,-0.013262469,-0.019177224,-0.017039511,0.011533191,-0.010612721,-0.01087299,0.094181076,-0.023914238,-0.008799725,0
0.070159316,-0.036624942,-0.020408532,-0.021568337,-0.021010024,-0.026497984,-0.019657897,-0.01938991,-0.037544157,-0.021607207,-0.01617901,0
-0.100327104,-0.059651572,-0.02537006,-0.017611343,-0.02778354,-0.042666465,-0.019514298,-0.019775758,-0.06540141,-0.019632077,-0.017636003,0
-0.10037032,-0.043295603,-0.021425877,-0.01076988,-0.013881605,-0.021877965,-0.016157331,-0.0066437586,-0.049390793,-0.008264028,-0.0074833017,0
0.16132969,0.016272148,-0.005965405,-0.021081118,-0.016995324,-0.008161581,-0.004256711,-0.025797838,0.01643468,-0.014735358,-0.008536809,0
0.05141207,0.31660193,-0.021946862,-0.012657207,-0.0057003307,0.08256833,-0.01173569,-0.019397747,0.3037971,-0.021565432,-0.017878124,0
-0.081266254,-0.067129485,-0.024625625,-0.016490854,-0.024403999,-0.040100425,-0.029447388,-0.014646107,-0.07910645,-0.019007945,-0.0203121,0
-0.10817924,-0.04305215,-0.02896943,-0.020634335,-0.019966917,-0.019173922,-0.013979254,-0.013121717,-0.048822697,-0.011095559,-0.016626755,0
