Numberofreferences,NetSwitchingPower,Numberofnets,Numberofports,Numberofcells,Numberofsequentialcells,CombinationalSwitchingPower,CombinationalTotalPower,TotalDynamicPower,TotalSwitchingPower,TotalTotalPower,Label
-0.061001446,-0.043646686,-0.022113718,-0.01574116,-0.023521986,-0.031966038,-0.018223096,-0.017744604,-0.050532438,-0.011357548,-0.014498317,0
-0.05514969,-0.07656026,-0.029757632,-0.006971198,-0.024402482,-0.04788333,-0.026837189,-0.022286749,-0.07567372,-0.018472316,-0.013560598,0
0.1500104,0.025198644,-0.011448906,-0.010279024,-0.016768625,-0.009317338,-0.024929207,-0.022006743,0.026965573,-0.011343731,-0.009688242,0
-0.05373058,-0.014115743,-0.018379232,-0.02061976,-0.014329752,-0.0032775258,-0.016089424,-0.016081905,-0.020628745,-0.020075155,-0.018260146,0
0.16397125,-0.019584635,-0.021066383,-0.019750295,-0.017476887,-0.029088523,-0.019858545,-0.021170873,-0.02643255,-0.02798359,-0.01726106,0
0.071666054,0.30952302,-0.007927072,0.0032323257,-0.00223985,0.06645665,0.014122335,0.016481189,0.28275156,-0.0027185495,-0.011799729,0
0.16067146,0.029881971,-0.009613628,-0.024739295,-0.013995409,0.0061276923,-0.00645056,-0.015748538,0.020219123,-0.0026736932,-0.013112479,0
-0.14179899,-0.0759015,0.59653723,0.5971745,0.56242144,0.095711954,0.56977534,0.62025094,-0.018720848,0.56720567,0.62224823,0
0.064545244,-0.00063421414,-0.017285042,-0.013745017,-0.017681869,0.005591885,-0.013829328,-0.013985552,-0.0039983136,-0.02429636,-0.016556572,0
-0.10329907,-0.054022927,-0.021956967,-0.022316895,-0.028008286,-0.02991017,-0.023545392,-0.014492579,-0.055451147,-0.015923629,-0.0132751195,0
0.12924713,0.014868541,-0.021944081,-0.019623583,-0.0069738817,-0.009736968,-0.019240076,-0.022673052,0.018548163,-0.02441884,-0.015193616,0
-0.079007655,-0.06223923,-0.022277687,-0.012751655,-0.018611774,-0.032985233,-0.027228,-0.014885722,-0.061446212,-0.013763413,-0.0054319305,0
-0.08701677,-0.059667468,-0.02200153,-0.010646408,-0.02097611,-0.037369184,-0.021631405,-0.01191912,-0.062585965,-0.023845201,-0.019032083,0
-0.13843729,-0.057691094,0.5908142,0.5815901,0.60278493,0.09021578,0.60561895,0.6505466,-0.034397885,0.62075067,0.65765816,0
0.1962324,0.011087819,-0.016862046,-0.024024718,-0.017601594,0.009264086,-0.025264708,-0.004546409,0.012511905,-0.016619293,-0.0077089565,0
0.15347168,0.0144903455,-0.016885059,-0.021780886,-0.013086369,-0.001103653,-0.014903834,-0.012563314,0.015851464,-0.021440579,-0.009442375,0
0.11398235,-0.0017163476,-0.019572273,-0.01896492,-0.018914368,-0.011049155,-0.020206207,-0.020081978,0.0030082464,-0.022095239,-0.019135013,0
-0.08647935,-0.060439967,-0.021486517,-0.01876829,-0.027867947,-0.03650563,-0.021683676,-0.010328943,-0.07109175,-0.017453788,-0.013093331,0
-0.05291793,-0.03320287,-0.021621501,-0.010613727,-0.014292888,-0.008370359,-0.015982673,-0.0148695,-0.03133765,-0.016819222,-0.02042432,0
-0.102459565,-0.062341012,-0.024916677,-0.016609205,-0.02826327,-0.03562206,-0.023753345,-0.015313795,-0.07026022,-0.0153611135,-0.013195143,0
0.05839485,0.018090118,-0.013720028,-0.004806674,-0.0163077,-0.025196414,-0.008207576,-0.0014863862,0.0202847,-0.01197934,-0.014849835,0
-0.093904704,-0.050956346,-0.022234857,-0.02327013,-0.01949216,-0.024525538,-0.02160895,-0.008049605,-0.046235487,-0.027545663,-0.018346414,0
0.0271625,-0.025254123,-0.017099503,-0.017423091,-0.019324955,-0.010597121,-0.025455514,-0.019904263,-0.02095885,-0.026245754,-0.008175134,0
-0.09957008,-0.064965166,-0.0262611,-0.015128054,-0.028349925,-0.033237305,-0.022848897,-0.014449347,-0.06768745,-0.00870209,-0.015755711,0
0.16185017,0.017247653,-0.011271288,-0.018615333,-0.014585925,-0.0022930945,-0.015946664,-0.017876906,0.01575685,-0.017620822,-0.0065737264,0
0.17034276,0.02406019,-0.018777715,-0.0057984535,-0.0094925985,-0.0010543384,-0.023001045,-0.021013321,0.019196276,-0.0061720964,-0.01793559,0
0.23070538,0.022342807,-0.023519158,-0.024467716,-0.0026795652,0.003451468,-0.023966802,-0.018458359,0.021277955,-0.018061897,-0.0072827945,0
0.14616437,-0.006582085,-0.022199046,-0.03603415,-0.01603916,-0.0015195671,-0.008203154,-0.023618639,0.0036827321,-0.035064746,-0.013065693,0
-0.13340671,0.093174115,0.5112486,0.5572905,0.5541751,0.14330494,0.5116062,0.56011313,0.15732427,0.55805564,0.5308879,0
0.0044551576,-0.025532663,-0.009038685,-0.02065878,-0.017565083,-0.02197653,-0.013263961,-0.025322199,-0.034636192,-0.01990926,-0.02018564,0
-0.08800453,-0.050617944,-0.02271288,-0.004418815,-0.027267877,-0.0291477,-0.027106512,-0.019460483,-0.06241772,-0.0139306355,-0.012339183,0
-0.11200755,-0.03982327,-0.015254164,-0.026078057,-0.026433432,-0.010345437,-0.011512005,-0.015647782,-0.040968947,-0.019573852,-0.010466036,0
-0.04610479,-0.04275599,-0.016027443,-0.01261679,-0.020648241,-0.020471677,-0.020306444,-0.016602984,-0.04715798,-0.019463548,-0.01502663,0
0.045222353,-0.0024003712,-0.013019944,-0.021004194,-0.020960944,-0.029421449,-0.00057075126,-0.017467985,-0.015358722,-0.019391263,-0.011228809,0
0.08733054,-0.023152253,-0.024207743,-0.024320696,-0.027280262,-0.021586739,-0.01701852,-0.016508656,-0.01564121,-0.025074923,-0.020178087,0
0.07184568,0.38204172,-0.00679135,-0.021121709,-0.01189233,0.13562033,0.00808626,0.009634484,0.3558649,-0.0015247616,-0.020452281,0
0.25043905,0.03423554,-0.00023989647,-0.020485863,-0.019610703,0.008019719,-0.02054997,-0.016532695,0.019790923,-0.024574697,-0.001512171,0
0.18217635,0.062788576,-0.018146846,-0.004921127,-0.014274387,0.0020082537,-0.015433524,-0.013536423,0.04966832,-0.007058641,0.0017447609,0
-0.09776026,-0.039672352,-0.01762607,-0.013921401,-0.023637343,-0.011749973,-0.026973119,-0.01753191,-0.042529088,-0.022398036,-0.01315831,0
-0.06621876,-0.033928204,-0.023169568,-0.022505153,-0.02016506,-0.005412133,-0.02351998,-0.016369186,-0.03293179,-0.022954544,-0.013334616,0
-0.10077595,-0.07012818,-0.028087862,-0.01089826,-0.02699636,-0.040111437,-0.027734425,-0.013502546,-0.07557266,-0.018708566,-0.010350285,0
0.04244656,-0.0658479,-0.023018409,-0.021105828,-0.028092163,-0.038099326,-0.016192053,-0.023822488,-0.059332967,-0.01916586,-0.015531301,0
0.17074952,0.030442404,-0.02348509,-0.025213648,-0.015243476,0.0047205593,-0.019506019,-0.026454512,0.02416007,-0.019088788,-0.018431446,0
