Numberofreferences,NetSwitchingPower,Numberofnets,Numberofports,Numberofcells,Numberofsequentialcells,CombinationalSwitchingPower,CombinationalTotalPower,TotalDynamicPower,TotalSwitchingPower,TotalTotalPower,Label
0.019232642,-0.0057757525,-0.013533201,0.028421018,0.18928586,0.13671176,0.1368209,-0.015358211,-0.010534338,-0.011299697,-0.012245357,1
-0.0194868,-0.020683058,-0.023754587,-0.030234935,-0.13271528,-0.059582435,-0.056177776,-0.02108477,-0.015526856,-0.020386606,-0.020572808,1
-0.017902646,-0.02226226,-0.023203976,-0.033478536,-0.11487225,-0.058271296,-0.061458644,-0.021644654,-0.015879538,-0.020711713,-0.018781357,1
-0.0054493295,0.31813034,0.37278104,1.9548988,0.16404675,-0.0923775,-0.08109564,0.11940091,0.06729473,0.09973358,0.034174204,1
-0.013499067,0.2132085,0.2608508,1.5055877,0.17835237,-0.09580005,-0.09318307,0.07505784,0.04584796,0.07636987,0.01057265,1
-0.019384138,-0.018894315,-0.02120866,-0.006382877,0.026278399,0.0077411253,0.007937582,-0.020563243,-0.012376289,-0.019835623,-0.018061046,1
-0.023727976,-0.020273462,-0.020795774,-0.031968474,-0.0047644004,-0.035435554,-0.042751126,-0.019052584,-0.01591741,-0.023265027,-0.01748028,1
0.43691292,0.5715628,0.5598254,0.12155177,0.022905082,-0.048376165,-0.088681184,0.47867355,0.530218,0.55853313,0.5675512,1
-0.00798637,-0.015523198,-0.015168927,-0.013428399,0.010060582,-0.006347795,-0.016327763,-0.022360755,-0.017739255,-0.020793106,-0.021801755,1
-0.008442135,-0.004749696,-0.0031604404,0.06996849,0.045712963,0.3192607,0.3249018,-0.00567092,-0.008795145,-0.006942888,-0.010520288,1
-0.009825029,-0.0045589423,-0.005588179,0.07112686,0.113270834,0.32953224,0.32653758,-0.006474184,-0.010905913,-0.006613277,-0.010096317,1
0.008099881,-0.016436245,-0.017233592,0.002153106,0.074452095,0.057402402,0.0499657,-0.022148913,-0.015418428,-0.018786015,-0.016138168,1
0.00049678143,0.019679978,0.029329484,0.2862356,0.01552137,-0.07877051,-0.09204968,0.017566359,-0.010602585,0.018442985,-0.015380133,1
-0.014015957,-0.017194495,-0.022693973,-0.018566431,-0.12635085,-0.04367715,-0.04210262,-0.022245083,-0.015647132,-0.021994367,-0.02088752,1
-0.013740427,0.19129214,0.20292704,1.2491266,0.13742124,-0.066715084,-0.033692267,0.06984249,0.050484955,0.083117776,0.028691996,1
-0.014991288,-0.017631665,-0.02590761,-0.010051081,-0.021764621,-0.007838707,-0.014892697,-0.017687391,-0.013999271,-0.02353254,-0.019026402,1
-0.0148518635,-0.022801742,-0.022380266,-0.023260536,-0.1231672,-0.05084145,-0.0481615,-0.024983408,-0.01714072,-0.02326931,-0.019992307,1
0.00849449,-0.024115305,-0.017848745,-0.038647093,-0.0681355,-0.037229016,-0.08007245,-0.022927742,-0.01738358,-0.024182152,-0.006234966,1
-0.0102443835,-0.015942074,-0.01770065,0.0019152928,-0.049381185,-0.003694308,-0.009681845,-0.022058297,-0.015688743,-0.021495312,-0.017433126,1
-0.019586347,-0.02139695,-0.024494063,-0.035464294,-0.13277489,-0.06355077,-0.061057344,-0.02032293,-0.016852032,-0.019803435,-0.018636134,1
-0.012947475,-0.0023172246,-0.0046490016,0.066508956,0.14155212,0.3256049,0.32808015,-0.004051312,-0.009737226,-0.0039660996,-0.013262614,1
-0.004177234,0.22710788,0.24458264,1.4083891,0.14928126,-0.09731912,-0.08776396,0.09463744,0.058492538,0.083402425,0.019308213,1
-0.0074169496,0.2648725,0.3359899,1.862705,0.163516,-0.08713259,-0.09439251,0.10188897,0.07633775,0.09041492,0.029414311,1
-0.014726828,-0.025049988,-0.028011909,-0.048341252,-0.110606626,-0.07702011,-0.08542604,-0.020952087,-0.019436117,-0.01948455,-0.01552403,1
-0.014457223,-0.0041001467,-0.002785027,0.07476736,0.03680341,0.3161243,0.31933343,-0.005741194,-0.00894172,-0.0074969204,-0.012434618,1
-0.01852699,-0.02282371,-0.025951695,-0.038042605,-0.12873808,-0.057891317,-0.057001024,-0.02047729,-0.016624894,-0.019280925,-0.018164646,1
0.61232543,0.62254715,0.63132536,0.051234305,-0.01645808,-0.08555063,-0.030113338,0.6769876,0.681357,0.6875038,0.6771245,1
-0.021855205,-0.019747313,-0.019326478,-0.006349543,0.03299544,0.011785472,0.010171241,-0.01790781,-0.0142057715,-0.0179868,-0.01681846,1
-0.016381145,-0.013271152,-0.0199592,-0.0068950746,0.10400526,0.023521168,0.030535353,-0.0169456,-0.010742419,-0.018564869,-0.019468578,1
-0.017444812,-0.015603027,-0.021721523,0.00460737,0.00883561,0.013902886,0.015905252,-0.021721058,-0.013532716,-0.022284403,-0.017380422,1
-0.022979323,-0.020654127,-0.020349555,-0.037671536,0.05303175,-0.01596999,-0.026192611,-0.016026458,-0.017105848,-0.016085373,-0.009365901,1
0.009634934,-0.007029553,-0.010047372,0.004260581,0.1424337,0.06459637,0.061113656,-0.016965818,-0.011956389,-0.010612943,-0.00711878,1
0.011612069,0.17206089,0.2131009,1.2514322,0.1548972,-0.103617914,-0.10463376,0.06274391,0.05002496,0.05575356,0.0030546673,1
-0.023375928,-0.016549647,-0.019331887,-0.0026527774,0.04104171,0.017867474,0.018154746,-0.020439077,-0.015657503,-0.02286622,-0.018926933,1
0.5992743,0.62937856,0.64084846,0.08602443,-0.034510642,-0.09366193,-0.069711484,0.66863257,0.67766434,0.7045522,0.68801874,1
0.013619374,-0.010069738,-0.0021268548,0.06338637,0.112942144,0.30847633,0.2958716,-0.0032194015,-0.006973668,-0.0018967567,-0.0004665954,1
-0.013449435,-0.021279603,-0.026233213,-0.033201262,-0.1238475,-0.05363547,-0.05485325,-0.01979753,-0.015737873,-0.019710373,-0.019144882,1
0.5506995,0.60919166,0.6210446,0.03610681,-0.035545066,-0.055131458,-0.061540306,0.622277,0.6568036,0.6666883,0.6343505,1
-0.023440883,-0.02330571,-0.023716958,-0.038984343,-0.021738065,-0.045416195,-0.051245444,-0.017378692,-0.015894592,-0.017729566,-0.017412204,1
-0.017598469,0.2595016,0.31623554,1.6954385,0.14702688,-0.10228091,-0.11326938,0.070995845,0.052101117,0.07420592,0.03923225,1
-0.0061455565,0.22061728,0.27691624,1.573323,0.16393039,-0.07190006,-0.079798386,0.095964566,0.05407409,0.084391795,0.007276293,1
0.42931622,0.46204373,0.48363435,0.039731834,-0.014822513,-0.023318365,-0.017155878,0.48877677,0.51614,0.53259,0.5046246,1
-0.02206022,-0.016521342,-0.02125531,-0.0055030454,0.03276719,0.008495303,0.014827795,-0.019538987,-0.013535113,-0.02091511,-0.01908148,1
-0.027117424,-0.018740393,-0.019793257,-0.018837815,0.032134578,-0.0056013605,-0.0042552636,-0.016179599,-0.013170465,-0.016116902,-0.017358907,1
